(* Library holdings (# of books in each library), *)
(* collected by Christian Ayotte.                 *)
(* Labels not available.                          *)


data -         20409
data -         21500
data -        261838
data -         27362
data -         88847
data -         12350
data -         24000
data -         95120
data -          6500
data -         20887
data -         17928
data -         21500
data -         18350
data -         21497
data -         25141
data -         35062
data -          8982
data -         19318
data -          4300
data -         16455
data -          4100
data -          6500
data -          7180
data -         16254
data -          8600
data -         48575
data -         37400
data -         36876
data -         22487
data -        139563
data -         29610
data -         29500
data -         10887
data -         10366
data -         65106
data -        116642
data -         16171
data -         10775
data -        191080
data -         15727
data -         34231
data -         38563
data -         46431
data -         24385
data -         10999
data -         46011
data -        200000
data -          7661
data -          5900
data -         12281
data -         36431
data -         41000
data -         12500
data -         17258
data -         25891
data -         15000
data -         21030
data -         21900
data -          8700
data -         21626
data -         20676
data -         61000
data -         32320
data -         12580
data -         15000
data -         17000
data -         36437
data -          8097
data -         10343
data -         10114
data -         13062
data -         14052
data -         13142
data -         17350
data -         53637
data -          6600
data -         15255
data -         37000
data -        174964
data -        203973
data -        162256
data -        131412
data -        257733
data -        260949
data -        166299
data -        168575
data -        531916
data -        172985
data -        131473
data -        234357
data -        333776
data -        125836
data -        340130
data -         58651
data -         40306
data -        104821
data -        476003
data -        108289
data -        239273
data -        128112
data -        202977
data -        134908
data -        106871
data -        614554
data -        253777
data -         68234
data -         67273
data -        471821
data -        101400
data -        756781
data -         95562
data -         61843
data -        544890
data -         61221
data -        174387
data -        134859
data -        212558
data -        170643
data -        203425
data -        127211
data -         47391
data -        113030
data -       1607478
data -        134913
data -        401024
data -        141532
data -         93153
data -        240765
data -         49618
data -        195359
data -        139785
data -        395069
data -        199913
data -        112370
data -         92291
data -         66192
data -        106506
data -         81973
data -        181310
data -         85716
data -       1462851
data -        122261
data -        176361
data -        141615
data -         31540
data -        115272
data -        282414
data -         64887
data -         36969
data -         54764
data -         65638
data -         47934
data -         21602
data -         16217
data -         21964
data -         51959
data -         10650
data -         15500
data -        178657
data -         25527
data -         21000
data -         29795
data -         47256
data -         10000
data -         25000
data -         29760
data -          9321
data -         14072
data -         93456
data -         31839
data -          7000
data -          8650
data -          7468
data -         17764
data -         15045
data -        141180
data -          7255
data -          8451
data -          4000
data -          7500
data -         19000
data -          2411
data -        310516
data -         34597
data -          8600
data -          1500
data -         21635
data -          7603
data -         25605
data -         10175
data -         22900
data -         19241
data -         12935
data -         20680
data -         25188
data -          4608
data -         19400
data -          8470
data -         17352
data -          4750
data -         21874
data -          4166
data -         12462
data -         25000
data -         27500
data -         10120
data -        128212
data -         10176
data -         24858
data -         13000
data -          6300
data -         10987
data -         15400
data -         31860
data -         19753
data -          9500
data -         10000
data -         17000
data -         11259
data -          7000
data -         29200
data -         26273
data -         14491
data -          8391
data -         53096
data -         26000
data -         11648
data -         48478
data -         10582
data -          3500
data -         61000
data -         54069
data -         21801
data -          2384
data -         10000
data -         11633
data -         23511
data -         17534
data -         11022
data -         13058
data -         10777
data -         16506
data -          7469
data -          7437
data -          7612
data -         11269
data -         18313
data -         21698
data -         46669
data -          7894
data -          8800
data -          5184
data -         16333
data -         20464
data -         12366
data -         91780
data -         16567
data -          4675
data -          7954
data -        114277
data -         10919
data -         19559
data -         31590
data -          9194
data -          6274
data -         17838
data -          5649
data -         25776
data -          5590
data -          5614
data -         18510
data -         10628
data -         12240
data -         13955
data -          3797
data -         11590
data -         34457
data -          7530
data -         27023
data -         10849
data -          5441
data -          6224
data -         14062
data -          5311
data -         81396
data -         33399
data -         13723
data -         12417
data -         27738
data -          6754
data -         10507
data -         13676
data -          8337
data -         12407
data -          4519
data -         13559
data -          6573
data -          5449
data -         15845
data -         10533
data -         11704
data -         18990
data -         10524
data -          3284
data -         12160
data -         27271
data -          8958
data -          9358
data -         36638
data -          9720
data -         13942
data -         83936
data -         11472
data -         14910
data -         21126
data -          8946
data -         31597
data -         12067
data -         21047
data -        115936
data -         13322
data -          7786
data -          8628
data -         14673
data -         11233
data -         17578
data -          8885
data -        143851
data -         11847
data -          6386
data -          9200
data -          9020
data -          5689
data -         60723
data -          8542
data -         16714
data -         14402
data -          7975
data -         30822
data -         78646
data -         26484
data -          4508
data -          4083
data -         30512
data -        870344
data -          5347
data -          5346
data -         10236
data -         11250
data -          8441
data -          8744
data -         45390
data -          5158
data -          5472
data -          6587
data -         14674
data -         18788
data -          3034
data -         19392
data -         14684
data -         10008
data -         14267
data -         33967
data -         21444
data -          7569
data -         13830
data -          7500
data -         75665
data -         10399
data -          6130
data -         82885
data -          5423
data -         12203
data -         26344
data -        953719
data -         24101
data -         13684
data -         17728
data -          9993
data -         11118
data -          7469
data -         14454
data -          8467
data -           930
data -          7002
data -         12012
data -          7321
data -         13059
data -         10534
data -          6680
data -         18849
data -         39075
data -          7684
data -         10263
data -          9024
data -            38
data -         16665
data -          9483
data -          9102
data -          3593
data -          9245
data -         11849
data -         35906
data -          8839
data -         24276
data -         61538
data -          8295
data -         26040
data -          8384
data -         13203
data -          3649
data -         43006
data -          6120
data -          3568
data -         31107
data -          8954
data -         16346
data -         12568
data -          7708
data -          8811
data -         15312
data -          7933
data -         14260
data -         15688
data -         15118
data -          5578
data -          5643
data -          9531
data -         14779
data -         14583
data -          2090
data -          9067
data -          7141
data -         27772
data -         11575
data -          7034
data -         12420
data -          7500
data -         31415
data -         12169
data -          5993
data -         10020
data -          8403
data -         12995
data -         21972
data -         12830
data -         30299
data -         15565
data -          7304
data -          7140
data -          8874
data -          1375
data -         12471
data -         17680
data -         57109
data -          8477
data -         17903
data -          5921
data -          6766
data -          6444
data -           113
data -         47402
data -         19603
data -         20313
data -          6168
data -         30419
data -          4150
data -          8708
data -         17518
data -         38807
data -         45356
data -         33685
data -          7745
data -          9851
data -          7080
data -          6052
data -          4807
data -          1969
data -          4257
data -          4807
data -          5299
data -         11227
data -          7699
data -          9122
data -          5633
data -          5900
data -          5250
data -          7992
data -          3895
data -          3359
data -          2042
data -          9354
data -          6834
data -          5415
data -          6907
data -          1086
data -          2823
data -          4460
data -         13559
data -          7775
data -         11345
data -          2418
data -          7341
data -           463
data -          3880
data -         10556
data -          3128
data -          4543
data -          3345
data -          7804
data -          7689
data -         31552
data -          6902
data -         18675
data -         30070
data -         13794
data -         29791
data -         50025
data -         29299
data -         52056
data -         32598
data -          6919
data -         26938
data -          6644
data -        110763
data -         13679
data -         21098
data -         39713
data -         41453
data -         49045
data -         22032
data -         16269
data -          9849
data -         12614
data -          9223
data -         13156
data -         40238
data -         71758
data -         15648
data -         18608
data -         12273
data -          9219
data -         14662
data -        303480
data -         16583
data -         10929
data -         11157
data -         30023
data -         97748
data -          7943
data -         68778
data -          7534
data -          9529
data -         24615
data -         26822
data -         12291
data -         27323
data -        182901
data -          7012
data -         18534
data -         10552
data -         11300
data -         11261
data -          5876
data -         16284
data -         37153
data -         12229
data -         12484
data -         30317
data -         31995
data -         35906
data -         22686
data -         27742
data -         22477
data -         18693
data -         13704
data -         13917
data -          8709
data -         18807
data -         22397
data -         20217
data -         41170
data -         14555
data -         11520
data -         63394
data -         15854
data -         21020
data -         18157
data -         30939
data -         25468
data -        143712
data -         21980
data -         11921
data -         28926
data -         10775
data -         77901
data -          6344
data -         27550
data -         43665
data -        110827
data -          7176
data -         15420
data -         24612
data -         22952
data -         41307
data -         15249
data -         47626
data -          5544
data -         17113
data -           498
data -          4010
data -          6049
data -         13584
data -          3465
data -          7310
data -         34709
data -          7253
data -         43959
data -          7008
data -         11591
data -         30621
data -          7237
data -         24400
data -          5171
data -         17810
data -         14717
data -          7074
data -         22777
data -         18102
data -         17979
data -          4992
data -          5259
data -          9419
data -          4982
data -         14813
data -         24458
data -         22256
data -          5413
data -          9122
data -          3809
data -         17993
data -          9319
data -         11744
data -         11059
data -         13844
data -         33744
data -          8120
data -         24133
data -         19357
data -          4050
data -         55755
data -         43356
data -          9908
data -         12367
data -         21700
data -         12305
data -         24791
data -         15819
data -         23744
data -         19768
data -         12193
data -          5280
data -         11745
data -         25199
data -         22758
data -         12002
data -         58265
data -         31132
data -         29903
data -        128045
data -         35646
data -         22212
data -         10583
data -          8955
data -         20385
data -         19324
data -         13179
data -          2862
data -         87708
data -         19419
data -         99355
data -         21299
data -         11085
data -         35369
data -         14165
data -         72244
data -          2706
data -         28978
data -         20263
data -         17330
data -         11481
data -         79546
data -         16624
data -         13518
data -         15322
data -         21071
data -         12198
data -         23534
data -          7260
data -          7834
data -         32595
data -          7784
data -         34551
data -         80378
data -          1472
data -          7118
data -         16268
data -         13087
data -         17532
data -         16159
data -          4411
data -         39961
data -         60745
data -         19184
data -         15080
data -         19273
data -         73126
data -          5686
data -         38672
data -         23036
data -         11756
data -         16387
data -          8113
data -          4541
data -         11843
data -         12013
data -          7147
data -         16319
data -         17962
data -         19686
data -         38486
data -          5715
data -          7194
data -          9750
data -          3504
data -          6611
data -          2821
data -          8192
data -          5092
data -          2640
data -          5311
data -        598016
data -         18235
data -        139235
data -         39352
data -         44966
data -         27758
data -         47320
data -        159619
data -         31692
data -         35475
data -         76039
data -         55008
data -         63081
data -         28180
data -         38694
data -         30220
data -         22829
data -         70051
data -         29129
data -        123444
data -        174364
data -         22977
data -        124895
data -         75945
data -         82597
data -         87791
data -        156658
data -         26097
data -         50408
data -         28695
data -         58788
data -         26159
data -         43973
data -         29156
data -         94104
data -         47682
data -         90570
data -         62300
data -         47643
data -         46035
data -         67732
data -         91242
data -         35425
data -         24880
data -         56542
data -         40728
data -         83030
data -         48737
data -        114804
data -         42583
data -         75256
data -         52141
data -         61809
data -        122015
data -         79759
data -         48873
data -          9006
data -        131524
data -         75274
data -        131878
data -         77744
data -         67448
data -         41588
data -         49532
data -         48108
data -         49236
data -         36343
data -         61273
data -        947259
data -         24626
data -         20666
data -         49138
data -         38986
data -         26564
data -        130956
data -         39738
data -         88866
data -         38396
data -         27235
data -         20079
data -         68767
data -        478152
data -         34057
data -         30260
data -        173769
data -        155645
data -         17122
data -         66359
data -         14915
data -         46559
data -         99001
data -         47803
data -         24759
data -        123736
data -         25154
data -         26849
data -         37560
data -         26655
data -        343998
data -        124982
data -         20303
data -        150692
data -         65504
data -         56109
data -         93750
data -         97369
data -        159658
data -         38308
data -         43247
data -        396507
data -         63752
data -         40561
data -        181306
data -        210022
data -        124777
data -        106520
data -        207161
data -       1578590
data -         85320
data -        196133
data -         51915
data -         96993
data -         63183
data -         51075
data -        153097
data -        183531
data -         67594
data -         17933
data -         34338
data -         70586
data -         20262
data -         23826
data -         40609
data -         10763
data -         67884
data -         11590
data -         73921
data -         21453
data -         53598
data -        263632
data -         53428
data -         76527
data -        364700
data -        104260
data -        216568
data -         88691
data -         73550
data -         41678
data -         70680
data -        426287
data -         46304
data -         10525
data -         10431
data -         24247
data -         17997
data -         18842
data -         17998
data -        669560
data -        280925
data -         14126
data -         22069
data -        125623
data -        413974
data -         73655
data -         19808
data -         37670
data -        209272
data -        269262
data -         66449
data -         20539
data -         78808
data -         67793
data -         35540
data -         87826
data -         78284
data -        127794
data -        170083
data -        178484
data -        152420
data -         75781
data -         96400
data -         53827
data -        141261
data -         51563
data -         49991
data -         29641
data -        393805
data -       1486788
data -         88478
data -        116464
data -           386
data -         23866
data -         35292
data -         37718
data -         36861
data -         19234
data -         24144
data -         27031
data -         39609
data -         28592
data -         76920
data -         30806
data -        193238
data -         49957
data -         85250
data -         47690
data -         21496
data -         18196
data -         38774
data -         28696
data -         37885
data -        246239
data -         43334
data -         41705
data -         93724
data -         44994
data -         65280
data -         51023
data -         70270
data -         38299
data -         43632
data -         47353
data -         61426
data -         86287
data -        130224
data -         29462
data -         41358
data -        102628
data -        189992
data -         25157
data -         42624
data -         22280
data -         79307
data -        200748
data -         53386
data -        106898
data -         95345
data -         29576
data -        123534
data -         73880
data -         56981
data -         34647
data -        943295
data -         28946
data -         25400
data -        182986
data -         16071
data -         79289
data -         50195
data -         24957
data -        144712
data -        331946
data -         40571
data -         46882
data -         47514
data -         35432
data -        194469
data -         38351
data -         41159
data -         11265
data -         46560
data -         51313
data -         42855
data -         25679
data -        723069
data -         95096
data -        115375
data -         75827
data -         81114
data -        118284
data -         45429
data -         46196
data -         59540
data -        295979
data -         62706
data -         77383
data -         62679
data -         97165
data -        444545
data -         46549
data -         35405
data -        121418
data -         34653
data -         88946
data -         50990
data -         79830
data -        209105
data -         88589
data -         52260
data -         60829
data -         79332
data -         73041
data -        136325
data -        163217
data -        144377
data -        226437
data -         20460
data -         20334
data -         37444
data -         19017
data -        100090
data -         45529
data -         17706
data -         14194
data -         12447
data -         14986
data -         16222
data -         18767
data -         13161
data -         88693
data -       1299166
data -         48715
data -         32500
data -         32810
data -         17757
data -         53432
data -         10009
data -         17000
data -         89386
data -         64367
data -         42042
data -         31348
data -        165195
data -         18080
data -        136346
data -         20328
data -         11951
data -         96177
data -         29017
data -         11685
data -        136566
data -         60556
data -         20794
data -        148722
data -         34090
data -         53796
data -         43042
data -         46376
data -        111582
data -        159602
data -         55695
data -        252042
data -         12307
data -         52742
data -         40569
data -          7200
data -         61512
data -         55894
data -         29786
data -          9452
data -          6301
data -          9580
data -         21462
data -          4000
data -         14000
data -         24034
data -            12
data -          5263
data -          9900
data -          9832
data -          6500
data -          9000
data -          6584
data -         15040
data -          1425
data -          5500
data -         13440
data -          6594
data -          9565
data -          2400
data -         15514
data -         16500
data -         12000
data -         10411
data -          3410
data -          9000
data -         13874
data -         13863
data -         10010
data -          7565
data -          7467
data -         10668
data -          7000
data -          3500
data -          6000
data -          4300
data -          5376
data -           385
data -          9193
data -          6676
data -          3000
data -          1514
data -          3103
data -           500
data -          2000
data -          3000
data -          5000
data -         18280
data -         12120
data -         15600
data -         66575
data -         68912
data -         40324
data -        111251
data -        155000
data -       2118296
data -        210838
data -         63900
data -         43559
data -         93873
data -         38496
data -        112194
data -        111176
data -         25364
data -         12371
data -         13502
data -        727090
data -         33642
data -         22743
data -         40000
data -         13993
data -         20886
data -         11322
data -       7099406
data -       2340853
data -         18003
data -         16526
data -         20141
data -         16144
data -        184676
data -         54497
data -         20194
data -         46997
data -         23879
data -         33297
data -         20550
data -         48851
data -         95872
data -        163669
data -         22278
data -         75999
data -         14897
data -         15551
data -         62958
data -         27788
data -         33521
data -        247918
data -         64445
data -         26850
data -         15401
data -         18504
data -         10163
data -         17205
data -         17958
data -         13727
data -        112950
data -         40605
data -         20878
data -         42917
data -         24021
data -         10815
data -         13606
data -         16798
data -         15727
data -         32892
data -         11520
data -         54892
data -         13513
data -         47244
data -         16498
data -         55025
data -         19435
data -        216170
data -         11702
data -         35507
data -         22457
data -         14584
data -         11153
data -         14453
data -         11881
data -         23961
data -         43886
data -         13280
data -         18356
data -         16158
data -         13108
data -         18300
data -         17162
data -         10118
data -         21246
data -         12093
data -          8772
data -          5854
data -         11103
data -         16719
data -         16108
data -         96058
data -          5255
data -          6128
data -         26917
data -         21804
data -          8663
data -         21837
data -         30927
data -         16687
data -         92046
data -         22044
data -         52907
data -          9899
data -         10325
data -          5625
data -         13347
data -          7067
data -         24213
data -         13182
data -         22444
data -         52544
data -         61453
data -          8387
data -          5326
data -         10936
data -          8804
data -         17060
data -         84605
data -         14862
data -          8822
data -         15745
data -          8221
data -          6567
data -          5007
data -         12766
data -         22562
data -         11012
data -         23269
data -          9908
data -         18557
data -         14476
data -         12652
data -          7518
data -         13941
data -         14748
data -          5598
data -          8007
data -         20351
data -         46437
data -         31488
data -         44409
data -        105956
data -          6707
data -         11810
data -         11795
data -         10794
data -          7112
data -          9279
data -         11601
data -         17159
data -        121384
data -         16752
data -         10649
data -         15789
data -         11056
data -          9828
data -         13512
data -         21947
data -         31011
data -          5283
data -         19439
data -         11939
data -         14035
data -         27086
data -         17525
data -         44158
data -         23575
data -        163364
data -         14039
data -         14592
data -        213827
data -          8849
data -         91423
data -         26486
data -         46347
data -          8213
data -         11588
data -        131742
data -         18629
data -         15779
data -         17178
data -         29789
data -         19833
data -         91813
data -         19559
data -         19607
data -          6466
data -          7533
data -          9036
data -         10821
data -          8331
data -         35923
data -         16040
data -         10397
data -         18996
data -          9724
data -         46898
data -         22901
data -         18021
data -          7787
data -         20042
data -         16526
data -          7689
data -         16231
data -         10998
data -          8273
data -         56220
data -         13586
data -         14224
data -         13335
data -          5259
data -         70530
data -         16788
data -         14686
data -         33883
data -         15371
data -          3870
data -         11498
data -          9869
data -         13755
data -          7206
data -         10561
data -         42396
data -         15331
data -         57505
data -         45701
data -         31485
data -         41083
data -         23416
data -         21733
data -          9973
data -         35234
data -        178234
data -         45111
data -         18826
data -         17368
data -         26095
data -          8970
data -         13127
data -         16852
data -         10628
data -         41760
data -         12658
data -         22667
data -         21383
data -         18017
data -         20465
data -         12387
data -         16731
data -         14333
data -         20662
data -         24698
data -         20688
data -         28246
data -         36993
data -         22779
data -         45525
data -         41532
data -         13624
data -         83350
data -         37075
data -         35894
data -         14356
data -         17656
data -         45529
data -         10556
data -          7541
data -         20286
data -         18747
data -         39724
data -         25701
data -         20454
data -         33198
data -         50290
data -         10519
data -         15967
data -         41082
data -         52701
data -          7886
data -         44812
data -         11145
data -         20164
data -         17025
data -         19192
data -         13711
data -          7153
data -         23221
data -         51342
data -         48514
data -         52265
data -         16245
data -         27060
data -         37007
data -         14018
data -         21699
data -         54468
data -         13396
data -         16893
data -          7714
data -         20542
data -          8546
data -         32360
data -         13920
data -         51155
data -         33503
data -         12884
data -         15395
data -          6477
data -         14338
data -        133441
data -         20667
data -        170919
data -         17623
data -         25479
data -          6639
data -         62540
data -          6492
data -         40817
data -         44786
data -         15218
data -         45686
data -         30461
data -         17046
data -          9521
data -         29953
data -         18418
data -        513607
data -         18877
data -         18809
data -         16201
data -          7034
data -        159859
data -        151074
data -         47536
data -        108174
data -        186645
data -        315942
data -         76509
data -         16882
data -        206279
data -        227949
data -         86747
data -        118328
data -        217387
data -        149149
data -        139265
data -        347074
data -        212079
data -        184191
data -        255535
data -         55414
data -         43437
data -         99999
data -         42170
data -        133451
data -        293961
data -         76076
data -        133208
data -         89490
data -         59746
data -        140654
data -        250851
data -         82148
data -         90018
data -         42549
data -         86899
data -        108754
data -        101286
data -        164051
data -         81844
data -        141359
data -        280641
data -        170514
data -        177679
data -         81646
data -        164626
data -         34210
data -         78964
data -        236062
data -        115572
data -        123058
data -        126076
data -         90206
data -         95749
data -         25792
data -        108569
data -         41097
data -         23917
data -         53646
data -         48725
data -         11485
data -         14136
data -         61340
data -        123373
data -         21040
data -         20627
data -        345880
data -        168048
data -         29628
data -         38562
data -         18056
data -         25359
data -         44894
data -         22781
data -         15315
data -         54392
data -          8989
data -          7134
data -         15255
data -          6151
data -          2999
data -         10826
data -          7195
data -         10020
data -         17511
data -          9022
data -         21507
data -          3958
data -          7676
data -          3258
data -          8291
data -          4643
data -         15172
data -          7853
data -          6609
data -         15616
data -          3022
data -          5536
data -          8200
data -          6531
data -        158722
data -          4494
data -          2927
data -         10652
data -          6781
data -         14255
data -          8283
data -         14879
data -          2495
data -          8459
data -          2960
data -         28450
data -         40728
data -          7630
data -         12054
data -          9699
data -         46481
data -          7866
data -         20537
data -         22674
data -         10970
data -         45885
data -         15062
data -          8741
data -          9774
data -         17955
data -          4954
data -         15818
data -          8850
data -         10699
data -          8474
data -         72414
data -          8053
data -         10974
data -         19380
data -         69725
data -         58358
data -          3496
data -          5329
data -         10060
data -        654729
data -         80836
data -         25335
data -         49626
data -         26069
data -         20601
data -         22548
data -         31622
data -         21145
data -         22988
data -         96110
data -         39363
data -         22973
data -         25154
data -         18139
data -         30084
data -         28058
data -         13961
data -         21249
data -         23777
data -         26084
data -         27656
data -         28599
data -         21270
data -         15604
data -         13044
data -        111747
data -         60529
data -         68348
data -         16794
data -         46860
data -        103913
data -        121398
data -         97044
data -         89285
data -         72962
data -         36466
data -        118253
data -        109874
data -         82646
data -       1170930
data -         15647
data -         30869
data -         53600
data -         97239
data -          9274
data -          9137
data -         71426
data -         20428
data -         17325
data -         71551
data -         12118
data -         11833
data -         16907
data -         21123
data -         39172
data -         38477
data -         19929
data -          9065
data -         13307
data -         45317
data -         42437
data -         22964
data -          9521
data -         10235
data -         26125
data -         25641
data -         31759
data -         14683
data -         26517
data -         23291
data -         10103
data -         14392
data -         31345
data -         11555
data -         13311
data -         26800
data -          5710
data -       9119334
data -         47014
data -         38875
data -         14275
data -         39515
data -         35215
data -         28912
data -        150616
data -         55797
data -         18926
data -        206850
data -         15128
data -         46846
data -         26253
data -         26445
data -         48429
data -         28643
data -         60958
data -        108627
data -        132939
data -        178035
data -         93247
data -         38353
data -         19905
data -         88935
data -         13275
data -         28284
data -        239063
data -         28537
data -        130893
data -         39799
data -         21046
data -         70670
data -         45384
data -         16835
data -         18439
data -         32348
data -         22988
data -         12794
data -         31826
data -         12215
data -         10318
data -         47671
data -         19474
data -         24369
data -          9955
data -         38878
data -         54336
data -        126363
data -         19010
data -         26887
data -         15469
data -        179720
data -         11379
data -         18497
data -         33760
data -         18375
data -          8956
data -        195431
data -         20229
data -         12056
data -         16951
data -          7575
data -         16319
data -         11216
data -         12914
data -         13527
data -         11442
data -         29671
data -         26916
data -         31212
data -         17397
data -         12334
data -         36515
data -        109189
data -         62418
data -         87593
data -         89842
data -        189416
data -        297857
data -         36354
data -        187227
data -         30326
data -          5595
data -         94996
data -        403112
data -        132365
data -         58505
data -        146423
data -        130206
data -         34675
data -        110340
data -        338149
data -         71636
data -        159314
data -         22760
data -        107598
data -         35198
data -         58870
data -        268315
data -        170882
data -        280670
data -        147948
data -        227911
data -         49981
data -        292897
data -         27675
data -        131473
data -        256649
data -        430629
data -        144097
data -        148898
data -         23911
data -        147335
data -         39503
data -        115799
data -        186474
data -         32111
data -        228916
data -        108767
data -        334973
data -        113932
data -         33523
data -         87484
data -        187254
data -         44999
data -         66844
data -        271567
data -         10922
data -         12294
data -         26641
data -        166033
data -        137132
data -        119123
data -          8116
data -         20371
data -         13680
data -         36144
data -         17691
data -         10393
data -          9284
data -         14680
data -         54214
data -         10015
data -         18019
data -         17040
data -         14312
data -         18870
data -          6742
data -          8407
data -        146833
data -          8436
data -         25809
data -         42918
data -         44627
data -         76189
data -         41703
data -         42735
data -         26402
data -         76675
data -        117378
data -         76442
data -         41000
data -         95793
data -        144932
data -        122489
data -         56269
data -         46756
data -         64870
data -        101817
data -         98102
data -         50188
data -         64599
data -        645777
data -        277283
data -         31724
data -        120258
data -         99989
data -         32646
data -        131197
data -         87112
data -         45780
data -          9818
data -         68090
data -        147241
data -         61272
data -         43080
data -         95025
data -         51946
data -        327746
data -        397286
data -        124391
data -        329269
data -         14444
data -         11786
data -         39480
data -      19386559
data -         23440
data -        102993
data -         15282
data -         84534
data -          2415
data -         10646
data -         15965
data -         19410
data -          5724
data -          7319
data -          5565
data -          5211
data -          9673
data -          5484
data -         14141
data -         20279
data -         18809
data -         49742
data -         18335
data -          7905
data -         19234
data -       1275451
data -         52087
data -         10270
data -        153106
data -         61622
data -         27647
data -         54316
data -         31200
data -        120669
data -         29764
data -        140909
data -         41750
data -         24220
data -         90338
data -        111189
data -         60813
data -        424650
data -         64455
data -         20415
data -        140178
data -         66820
data -         21258
data -        205940
data -         61071
data -         36615
data -         32651
data -         39457
data -        153843
data -         33789
data -         50038
data -        120183
data -         50576
data -         73659
data -         68655
data -         43653
data -        128202
data -         51352
data -        660349
data -         28887
data -         45654
data -         78414
data -        112439
data -         28282
data -        349628
data -        448667
data -         22092
data -        166857
data -       4977386
data -        131948
data -       3036081
data -       2949082
data -        340403
data -         33847
data -         53108
data -         47109
data -       2419952
data -         49605
data -        119912
data -         52857
data -         71180
data -        193544
data -       2025980
data -        119028
data -        157637
data -         75872
data -         52631
data -         43001
data -         48818
data -         93120
data -          7039
data -        191264
data -         92397
data -         42300
data -        157196
data -         98634
data -        340206
data -        234823
data -         35167
data -         22053
data -        247032
data -         14486
data -         20677
data -         76569
data -        134208
data -        158633
data -         98637
data -        106081
data -        247722
data -         96988
data -         80203
data -         74840
data -         23860
data -         63783
data -        165115
data -         62110
data -         15486
data -         87055
data -        290371
data -        554964
data -        151614
data -         32344
data -         32407
data -         64755
data -         98715
data -         48685
data -        167566
data -         45115
data -         57385
data -        179537
data -         55570
data -         42504
data -         71499
data -         65597
data -        309273
data -        250325
data -        138080
data -         27016
data -         28292
data -         18529
data -        361826
data -         82020
data -        147767
data -         42409
data -        496154
data -         54621
data -        122740
data -        105939
data -        103164
data -        488704
data -        208416
data -        250260
data -        193351
data -         82394
